message_id,email_length,word_count,communication_time_category,body_tokenized,category
<14001664.1075854725896.JavaMail.evans@thyme>,1523,222,Afternoon,enron north america corp george weissman eric bass hou ect ect gregory sharp hou ect ect susan smith hou ect ect melissa graves hou ect ect jill zivley hou ect ect subject well head accrual income calculation eric reviewed wellhead accrual income data february present input attachment generally minor questions relating comstock sun deals improper prior bookings account difference purchase price cases certain deals appear wellhead related western gas pan energy dollar amount involved quite minor believe going forward basis large coastal negative number disappear beginning discussed would therefore provide wellhead accrual income data april see net effect correcting coastal booking thanks george enron north america corp eric bass george weissman hou ect ect subject data data included file february keep mind deals costilla multiple tickets system impossible estimate accrual revenue expense system accurately made top level adjustments deals,Financial & Accounting
<26810114.1075854726160.JavaMail.evans@thyme>,1923,293,Afternoon,really need historical throughput especially third party major market areas going analyze data temperature correlation perspective see use weather derivatives hedge throughput exposure data far back pulled accurately would helpful call questions thanks eric enron north america corp gary hanks eric bass hou ect ect earl tisdale hou ect ect subject daily throughput data access pretty realistic close actual physical throughput number going back february anything prior would take work come looking scheduled throughput number best place get data would pop unify totalling reciept delivery contracts including bammel activity get pretty accurate scheduled throughput number make sure double dip gas going processing plants partnership activity etc let know looking help pull data together thanks gary enron north america corp earl tisdale gary hanks hou ect ect subject daily throughput data suggestion data provide eric accurately reflect hpl activity thanks earl enron north america corp eric bass earl tisdale hou ect ect subject daily throughput data earl james mckay referred information regarding historical throughput numbers hpl gottlob looking ways hedge pipe need data far back accurately obtained thanks eric,Financial & Accounting
<18951414.1075854613524.JavaMail.evans@thyme>,362,66,Morning,dale new gas daily product setting think would good idea nymex reference short description something like gas daily hsc addtion need two new index locations set carthage hub agua dulce hub please contact todd richardson details thanks help,Energy Trading
<8473850.1075855150750.JavaMail.evans@thyme>,601,94,Morning,reports show new gen tested ready soco spp pjm ecar mapp start see additional activity june july periods kelly holman enron enronxgate lloyd hou ect ect kevin presto hou ect ect kristin walsh enron enronxgate subject new gen update lloyd please find update information new generation project questions comments feel free contact kristin thanks kelly,News & Media
<1761550.1075855146460.JavaMail.evans@thyme>,754,142,Morning,saw job posting power trader real time enron intranet wandering could meet discuss enron year power origination trading latin america recently moved back working ees couple months enron worked years pseg trading constellation power source trader know northeast pjm mainly power markets hour fairly well always interested getting trading business position caught attention hope feel may potential match think please let know forward resume thank ignacio,Energy Trading
<10298334.1075855922886.JavaMail.evans@thyme>,923,163,Morning,lunch probably work time frame vacation monday tuesday lunch standing risk forum meeting wednesday office lunch hour school function one daughters check ted murphy tuesday risk forum meeting occassionally meeting cancelled get back touch tuesday lunch open would amita like meet another time days possibility could early dinner tuesday evening work amita schedule sally leah rijo sally beck hou ect ect subject lunch amita gosalia sally amita pcg london visiting offices next monday wednesday would like meet lunch available time three days many thanks leah pcg london,HR & Internal
<33179493.1075855922930.JavaMail.evans@thyme>,436,67,Afternoon,mary sally says okay patti mary solmonson sally beck hou ect ect lisa cousino hou ect ect subject team leadership coaching mary gosnell mary gosnell performing well new role manager would like offer mary coaching sessions team leadership develop presence language skills dealing management personnel problems,HR & Internal
<28944132.1075855923023.JavaMail.evans@thyme>,297,55,Afternoon,thanks update attachment great back houston heard lots good things assignment however know london group miss presence try call wednesday morning way office,News & Media
<20820223.1075855923307.JavaMail.evans@thyme>,570,90,Afternoon,calgary office wednesday afternoon may noon friday may easily reached peggy hedstrom whose phone via tie line assistant patti thompson copy itinerary phone fax numbers hotel needed primary operations contacts houston calgary follows dpr mike moscoso mpr david maxwell gas operations susan harrison power operations leslie reeves financial products sheila glover,Energy Trading
<22349077.1075855796177.JavaMail.evans@thyme>,1006,136,Afternoon,ditto information risk management hou ect subject approval requested security resource request system application approval please review act upon request received email listed approver original request instructions adriane moratto request original application name eol request type grant role comments commercial set marketing group review request request section left information regarding request following click name peoplefinder info see information section approval section select approve reject enter comments necessary click submit information requestor adriane moratto manager lorraine becker request date company priority high general comments,HR & Internal
<12637323.1075855796199.JavaMail.evans@thyme>,1176,164,Afternoon,assume granting access someone lorraine becker supervisor approved get hundreds many employees outside energy operations thanks sally information risk management hou ect subject approval requested security resource request system application approval please review act upon request received email listed approver original request instructions beth cowan request original application name eol request type grant role comments marketing company review request request section left information regarding request following click name peoplefinder info see information section approval section select approve reject enter comments necessary click submit information requestor beth cowan manager lorraine becker request date company priority normal general comments,HR & Internal
<32278182.1075855796268.JavaMail.evans@thyme>,689,119,Morning,last weeks volatility natural gas market think agreed imperative trading risk controls reporting groups understand eack group looks risk manage process processes generally good times extreme price volatility environments could coordinated apparent must get together look aspects resources intraday price risk var management since seems thing would like set meeting regarding management issues touch appreciate everyone help jeff,Energy Trading
<14895687.1075855797449.JavaMail.evans@thyme>,650,108,Morning,scheduled planning quick status check meeting sap unify financials project today key points discussed include current status open requirement points resolutions close current status financials development testing hopefully good news current status sap interface test believe good news well current status contingency automated interface sift net net difficult develop required time good news may need status action items test planning june thanks,HR & Internal
<33525140.1075855797519.JavaMail.evans@thyme>,2162,318,Morning,new power company first national residential small business energy service provider deregulated markets launched today strategic investors partners including enron ibm america online eugene lockhart named president chief executive officer company formerly president consumer services chief marketing officer well president bank america global retail bank president ceo mastercard international lockhart joined number high level executives telecommunications financial services sectors well several former enron executives specializing energy commodity pricing marketing risk management government regulatory affairs former enron employees include jim badum formerly managing director consumer services ees john henderson formerly vice president retail risk management ees dave eichinger formerly vice president corporate development enron corp kathleen magruder formerly vice president government affairs enron corp lou pai chairman ceo ees serve non executive chairman new power company enron provide new power company energy commodity pricing risk management government regulatory affairs ken lay quoted news release studied residential small business market several years believe optimal way provide value customers assisting setting independent company enron able leverage core competencies energy risk management partnering industry leaders give new power company extraordinary immediate depth capability ken also serve board directors new power company scheduled initially provide service pennsylvania new jersey second half company headquartered greenwich connecticut operations houston information please log onto website http www newpowercompany com,Legal & Regulatory
<15508462.1075855797793.JavaMail.evans@thyme>,703,125,Night,sally hope things went well calgary rapping things cannot wait return home tentative meeting joe gold afternoon rescheduled morning attached assessment continental power operations intend discuss first page joe case would like keep notes discussion second page detailed joe asked meet privately discuss operations tried candid yet politically correct today lunch fernly meeting weather commercial team phone give update todd,Energy Trading
<5066548.1075855797838.JavaMail.evans@thyme>,1810,289,Afternoon,communication one enron key values continuing effort increase communication customers enron net works hosting technology showcase purpose showcase keep customer aware tools available today well plans future come see hear future laptops desktops operating systems messaging much date friday may time place enron plaza come join fun learn demonstrations hardware laptops desktops printers scanners handhelds windows hear project gem global enron migration windows first look new workstation operating system messaging see future messaging including voice integration axing ability handheld integration etc web site announcing new information technology web site remote connectivity get questions answered srrs see future security recourse request system action pagenet pagers two way paging helps stay touch houston cellular available choices information booths training information available classes resolution center come hear new name mission desk customer care new unit focusing satisfaction surveys feed back etc prizes must complete survey eligible drawing autographed houston aeros hockey stick puck houston astro tickets laptop case wheels shirts mark calendars forget stop see informa tion technology team action look forward seeing susan lopez director customer care,Energy Trading
<22267385.1075855799038.JavaMail.evans@thyme>,1704,251,Evening,always put values respect integrity communication excellence center company today marks renewal commitment values one value particular communication feedback last excellence communication survey indicated could better job communicating several initiatives underway working hard improve communication enron please access hear special message ken lay initiatives commitment improving communication view message must sound card installed computer following instructions launching company lan locati employees three allen center start menu programs general information iptv icon ees omaha employees start menu programs cisco iptv viewer iptv icon ena houston corp houston new york calgary portland include ebs pge portland start menu programs iptv viewer icon gpg three allen center users logging start menu lan apps ots gpg users logging ots start menu enron applications london europe employees hear administrators view video launch double click program titled ken lay values message difficulties locating using viewer please contact help desk computer please mail gina taylor gina taylor enron com checkout video ken special message,Energy Trading
<11414502.1075855799337.JavaMail.evans@thyme>,2758,490,Morning,sally need tom asap flat given todd understanding tom would start may extended may wan postpone tom transfer longer please give assurance todd vacate newdate may thanks mrp tom moore mark pickering lon ect ect beth perlman hou ect ect richard burchfield hou ect ect subject move mark good hear sorry kept better informed realize aware situation richard iain agreed made sense iain overlap week either london houston since commitments houston last week decided overlap houston start london may sally beck approached letting todd extend stay flat extra week since project wrapping schedule since whole family offered push move back one week may todd intended flat thursday may apparently plans included working last weekend april lost weekend since london office closed anticipation may day riots wants stay thursday may originally suggested family would probably return week may without proposed finalize plans around leaving may relocate hotel needed stay longer though family decided stick instead returning early unless somebody dictates absolute move date guess work around tentative plan vacate flat may target may start date london concern though project may continue drag day day tara needs two full working days clean flat means thursday friday gives saturday sunday move depending strict two full working days may actually need later wednesday may even wednesday may cheers tom enron capital trade resources corp europe mark pickering tom moore hou ect ect beth perlman hou ect ect richard burchfield hou ect ect subject move tom heard today arriving todd hall apartment please let know going first heard think bit late considering thought today mrp,Financial & Accounting
<20111898.1075845068455.JavaMail.evans@thyme>,1110,154,Morning,presentations work june cost limited seats available intensive hours workshop includes nine presentations provides practice feedback peers instructors videotape training focuses instruction practice organization delivery skills visual design use question answer models participants receive personalized confidential feedback instructor develop self improvement action plan customized exercises give participants first hand experience one one small group impromptu sit settings result course able reduce preparation time increase rapport persuasions organize ideas impact select appropriate details plan presentation design use visuals effectively use dynamic delivery style handle questions answers appropriately please login enroll investinme website http www corptraining com index cfm company enron questions please call,HR & Internal
<8875285.1075845069018.JavaMail.evans@thyme>,1671,214,Night,fyi misty barrett sean holmes hou ees ees connie estrems hou ees ees james lewis hou ees ees ozzie pagan hou ees ees black hou ees ees rogers herndon enron enronxgate scott mills hou ees ees evan hughes hou ees ees vicki sharp hou ees ees kevin hughes hou ees ees anthony dayao hou ees ees wade stubblefield hou ees ees casey underwood hou ees ees blake swanson hou ees ees jane mcspadden andersen com debra cash arthurandersen com linda norman andersen com roshmi mukherjee andersen com enron subject andersen audits attached andersen business audits timeline audits work within document identified ees owner involved business audit scope objectives business audit also outlined business audit approach business audit plan hold opening closing meeting key personnel involved project includes business owners cao eas representative andersen objectives opening meeting discuss specific audit areas team members key contacts identify required ees documentation closing meeting critical final opportunity ensure facts surrounding issues agreed upon initially discuss action plans timing opening closing meetings communicated andersen later date please review attached andersen document ensure business owners properly identified please contact revisions questions thanks misty,Financial & Accounting
<8543065.1075845070673.JavaMail.evans@thyme>,906,141,Afternoon,mike sally attached spreadsheet contains graphs reflecting following numbers numbers fall recruiting season unfortunately recruiting numbers reflecting back began recruiting enron happy meet provide explanation discuss participation endowment trading floor sponsorship please let know provide additional information thanks lexi university oklahoma full time statistics fall interviewed offers extended accepted finance accounting tax energy management economics university oklahoma intern statistics fall interns interviewed intern offers extended interns accepted finance accounting tax energy management economics,Financial & Accounting
<15793913.1075845070895.JavaMail.evans@thyme>,715,122,Afternoon,please remove pre offsite meetings greg piper calendars sally today beth friday tom friday sally beth tom presenting mid back office together management offsite may need schedule meeting sally beth meet greg patti cheri please forward availability tomorrow thursday hour meeting greg brenda please let tom know sally beth start working presentation tom catch gets back friday thanks tina spiller assistant greg piper chief operating officer enron net works llc office tina spiller enron com,HR & Internal
<24387979.1075855833018.JavaMail.evans@thyme>,703,125,Night,sally hope things went well calgary rapping things cannot wait return home tentative meeting joe gold afternoon rescheduled morning attached assessment continental power operations intend discuss first page joe case would like keep notes discussion second page detailed joe asked meet privately discuss operations tried candid yet politically correct today lunch fernly meeting weather commercial team phone give update todd,Energy Trading
<19556411.1075855833128.JavaMail.evans@thyme>,347,54,Afternoon,bill upon rick request compiled brief summary conversation yesterday please take look provide comments may presented facts company names accurately also please see attached latest enron corp risk management policy transaction approval guidelines thanks vlady,HR & Internal
<21498179.1075855833888.JavaMail.evans@thyme>,2486,434,Evening,sally message last week enclosing copy new authorised signatories houston records please confirm sue frusco advised change procedures start signing confirmations sydney regards heidi heidi mason sally beck ect subject action plan sally thank taking time see houston lunch working detailed comprehensive plan action enact changes discussed settlement confirmations procedures transfer due volume work desk upon return coming together quite quickly would like therefore going look piece piece need issue new authorised signatory list week enron australia energy enron australia finance pty ltd due changes dealer structure therefore decided would good opportunity make change approval confirmations agreed sydney office take responsibility signing confirmations means still prepared sydney change procedure signed sydney faxed clients primary signatories managing director paul quilkey chief financial officer heidi mason event unavailable signed senior legal counsel david minns confirmation log maintained entirety sydney office held directory accessible houston allow independent audit review occur required order implement change prepared new authorised signatories list planning distribute end week meantime could please advise action needs taken houston ensure relevant areas advised clearly key individual sue frusco met sue houston discussed briefly fact agreed invoicing confirmations would move sydney stage timing raised sue seemed happy stay current arrangements time implemented change want advise sue someone houston speak thanks heidi,Legal & Regulatory
<9305128.1075855831652.JavaMail.evans@thyme>,677,105,Morning,hello everyone reminder thursday conference call regarding weekly japan update houston time please forward updates joe hirl please copy call held conference room houston participants domestic intern code also please provide work mobile home phone numbers process putting together contact list everyone involved project lastly please include email address assistant name number make easier get contact thanks eddie,News & Media
<16473401.1075855868667.JavaMail.evans@thyme>,651,98,Evening,richard understanding received final version project door step report following locations buenos aires sao paulo sydney singapore oslo frankfurt projects pending completion eott still field mariner follow visit pending calgary last week london pending completion extended work projects scheduled future dates panama denver mexico portland tom bauer requested forward contents door step database including current status items addressed please call questions thanks jim brown,News & Media
<31601867.1075845077728.JavaMail.evans@thyme>,713,129,Evening,suzanne summary headcount group plan verbage discussion major business changes effect also attached graphs show huge increase number new deals introduction eol fall gas products average basis would certainly account level headcount growth believe minimal relation huge growth transactions commodities since hopefully help answer questions happy discuss info provide slice info different way necessary let know beth,Energy Trading
<33031321.1075845077753.JavaMail.evans@thyme>,2230,342,Night,guys new system ready beta testing offering asp solution mid back offices including lots reporting credit may new middle back office application service provider asp solution launched derigen consulting derigen trade center designed provide small mid sized trading marketing operations entry point comprehensive trading system product said provide trading system automates workflow trading operations secure scalable reliably environment energy trading organization derigen trade center provides trade capture profit loss reporting position reporting contract tracking confirmation generation settlement accounting physical scheduling credit management functions know many smaller mid sized trading operations purchasing trading systems either want make large capital investments software want responsibility maintaining mission critical application said robert jacobs ceo providing asp solution clients longer purchase expensive equipment maintain extra staff support need internet connection date browser log secure site anywhere internet derigen trade center based mature oracle java technology capitalizes knowledge derigen consulting experience creating energy trading systems past years said jeffrey macinnis president derigen consulting learned make reliable secure systems reflect clients needs derigen inviting companies apply candidates beta phase application clients would get use derigen trade center helping test bugs suggest customizations derigen trade center expected final release version later summer check derigen web site www derigen com information apply beta program product features http www derigen com otp htm,Legal & Regulatory
<9567537.1075845079343.JavaMail.evans@thyme>,808,144,Night,rac responsible updating database must get info communicated action item owners know update shona oversee process purpose circulating reviewers updated info encourage updates presentation causey buy next week sure see wrong pushing guys get updates certainly would communicate process owner presenting management feel major finding overlooked order get better understanding status progress final back stop ensure wrong info communicated think getting together late tomorrow happy discuss beth,HR & Internal
<27967529.1075855878160.JavaMail.evans@thyme>,347,54,Afternoon,bill upon rick request compiled brief summary conversation yesterday please take look provide comments may presented facts company names accurately also please see attached latest enron corp risk management policy transaction approval guidelines thanks vlady,HR & Internal
<2504735.1075855882059.JavaMail.evans@thyme>,912,143,Morning,friday may rick buy jeff skillling signed memo designating john lavorato western hemishere john sherriff eastern hemisphere responsible parties signing daily positiion report please obtain greg whalley approval dpr prior date going forward please coordinate preferred method designating approval assume use mail time executive reports viewer changed accomodate change also assume working solution unless otherwise informed john sherriff john lavorato memo exactly sent draft form responsibility lng continues somewhat unclear however pertains global risk oversight john sherriff officially responsible notice questions please call ted,News & Media
<17219842.1075855890921.JavaMail.evans@thyme>,896,150,Afternoon,note response recent request status update sandra dial desire pursue executive mba program rice university follow discussion held sandra dial sally beck april sally indicated sandra strongly supported decision made regarding executive mba program agreed review proposal options presented sally indicated would need couple days review materials office present time sally continued follow sandra progress following day continued follow sandra provide status update monday may bryce baxter sandra supervisor received letter resignation without prior discussion sandra resignation intent result process stopped,News & Media
<11853787.1075863693625.JavaMail.evans@thyme>,2429,296,Afternoon,commercial staffing lead sally beck prc members brent price sally beck thanks charlene jackson mark frevert lon ect ect kevin hannon enron communications enron communications thomas white hou ees ees richard causey corp enron enron john sherriff lon ect ect sanjay bhatnagar david haug stanley horton corp enron enron andrew fastow hou ect ect greg whalley hou ect ect mike mcconnell hou ect ect rebecca mcdonald larry izzo james bannantine david delainey hou ect ect steven kean hou ees ees cindy olson corp enron enron jeff skilling corp enron enron joseph sutton subject names individuals prc representative commercial staffing lead per discussion executive committee meeting morning please identify representatives associate analyst prc process individual commercial staffing lead criteria individuals follows prc representatives prc associates analysts conducted like process committee selected executive committee members facilitate process office chairman believes participation associate analyst prc platform exposure election next level organization consequently associate prc representatives vice presidents promotion track analyst representatives directors promotion track vice president commercial staffing leads need assistance determine accurate hiring targets ensure talent attract valued utilized meaningfully office chairman ultimately holding ceo accountable working program staffing coordinators staff talent determine hiring goals ceo may delegate responsibility highly respected interested senior commercial person responsibility delegated representative please provide names end day tomorrow thanks responded charlene,Energy Trading
<28416630.1075855894607.JavaMail.evans@thyme>,1706,301,Morning,ted sally blocked lunch thursday need change time instead meeting must attend scheduled sally says would great tim pick front time cell phone number make reservations irma also talked cathy mike mcconnell office lunch june unfortunately korea time per cathy making overseas trips month korea brazil japan quite busy say keep trying patti jacobs ted tjacobs edu patti thompson patti thompson enron com rasnic timothy trasnic edu subject reschedule lunch another day patti ahead schedule lunch thursday june trying reschedule thursday lunch wednesday tim rasnic penney leadership program able going houston day also needs visit sally upcoming fall events enron hoping rearrange schedule joining know houston june reschedule sally available dates please check calendar let know let know next thursday soon find thanks efforts coordinating ted jacobs director energy management university oklahoma west brooks room norman fax mail tjacobs edu website www edu business,HR & Internal
<33164230.1075855896237.JavaMail.evans@thyme>,3357,300,Afternoon,ena good turn training week attendance thanks encouraging everyone attend important training cindy lorna ervin andrew lawrence corp enron enron jeannie grimes corp enron enron eric grest corp enron enron kathy kokas corp enron enron steve jandrell corp enron enron lisa petruszka corp enron enron margaret wysatta corp enron enron brian schnauber corp enron enron todd peikert corp enron enron diane eckels enron enron michael sullivan corp enron enron greg lewis gpgfin enron enron cynthia morrow corp enron enron shelly stubbs corp enron enron chor lim goh corp enron enron daler wade hou ees ees donnis traylor hou ees ees bobby mahendra hou ees ees patrick cagney hou ees ees jill erwin hou ect ect joseph franz corp enron enron denise poston hou ees ees debbie yates gpgfin enron enron merlyn fance gco enron enron andrea yowman corp enron enron melissa becker corp enron enron greek rice corp enron enron greg nikkel corp enron enron howard selzer corp enron enron kent castleman enron enron richard causey corp enron enron rod hayslett fgt enron enron bob butts gpgfin enron enron chris morton corp enron enron cindy olson corp enron enron bob sparger corp enron enron cynthia barrow corp enron enron david dell corp enron enron ron harman corp enron enron sheila knudsen corp enron enron sherry lessner corp enron enron charlene jackson corp enron enron robert jones corp enron enron mary joyce corp enron enron dave schafer ots enron enron miguel padron enron enron gerry chatham corp enron enron kevin hughes hou ees ees wade stubblefield hou ees ees biren kumar hou ees ees ray bennett hou ees ees wes colwell hou ect ect beth apollo lon ect ect fernley dyson lon ect ect brad coleman hou ect ect cindy skinner hou ect ect kathryn mclean hou ect ect drew lynch hou ect ect david oxley hou ect ect cassandra schultz jeffrey sommers keith marlow carol howes willie williams janie bonnard ranendra sengupta scott gilchrist mary ellen coombe houston eott eott richard amabile corp enron enron kevin sweeney hou ect ect mary perkins hou ect ect bob ellis corp enron enron mike fink corp enron enron subject sap training statistics attendance today dashboard statistics classes business units participated today training ena corp gpg ena projected attended attendance gpg projected attended attendance corp projected attended attendance statistics week classes ena projected attended attendance gpg projected attended attendance corp projected attended attendance ees projected attended attendance please review attachment details week statistics,HR & Internal
<25106097.1075855907319.JavaMail.evans@thyme>,923,163,Morning,lunch probably work time frame vacation monday tuesday lunch standing risk forum meeting wednesday office lunch hour school function one daughters check ted murphy tuesday risk forum meeting occassionally meeting cancelled get back touch tuesday lunch open would amita like meet another time days possibility could early dinner tuesday evening work amita schedule sally leah rijo sally beck hou ect ect subject lunch amita gosalia sally amita pcg london visiting offices next monday wednesday would like meet lunch available time three days many thanks leah pcg london,HR & Internal
<12248420.1075855907363.JavaMail.evans@thyme>,436,67,Afternoon,mary sally says okay patti mary solmonson sally beck hou ect ect lisa cousino hou ect ect subject team leadership coaching mary gosnell mary gosnell performing well new role manager would like offer mary coaching sessions team leadership develop presence language skills dealing management personnel problems,HR & Internal
<6033591.1075855751193.JavaMail.evans@thyme>,1168,171,Night,esource presents lexis nexis training advanced session cover advanced searching tips also cover using smart indexing narrow search results find customize desktop easier searching attend lexis nexis advanced clinic may public records lexis nexis premier provider public record information learn materials available including secretary state filings dba ucc filings bankruptcies property records due diligence companies especially smaller ones session want attend attend lexis nexis public records clinic may noon seats fill fast reserve seat please call stephanie taylor cost per person shows charged please bring lexis nexis login password one guest provided check esource training page http esource enron com training doc additional training sessions vendor presentations http esource enron com,HR & Internal
<27955867.1075855751947.JavaMail.evans@thyme>,761,119,Night,organization announcement correction apologize confusion inconvenience mistake caused indicated kenneth lovejoy would supporting ees correct ken supporting oec corrected announcement provided pleasure announce kenneth lovejoy joined enron corp asset operations reporting directly donnie willmann support central america caribbean oec ken year experience environmental health safety oil gas industry working enron since extensive international experience excited ken team please welcome ken new role henry van,Financial & Accounting
<17775962.1075855752827.JavaMail.evans@thyme>,1024,171,Afternoon,critical migration information scheduled outlook migration date evening may need press save data button send pre migration information must connected network press button pop box appears prompting abort cancel trust signer please select trust signer information add personal address book journal calendar click button need manually added outlook migrated clicking button complete migration outlook migration completed evening migration date failure click button means get calendar contacts journal todo information imported outlook day migration could result week delay restore information encounter errors please contact resolution center,News & Media
<10806208.1075855753645.JavaMail.evans@thyme>,1168,171,Night,esource presents lexis nexis training advanced session cover advanced searching tips also cover using smart indexing narrow search results find customize desktop easier searching attend lexis nexis advanced clinic may public records lexis nexis premier provider public record information learn materials available including secretary state filings dba ucc filings bankruptcies property records due diligence companies especially smaller ones session want attend attend lexis nexis public records clinic may noon seats fill fast reserve seat please call stephanie taylor cost per person shows charged please bring lexis nexis login password one guest provided check esource training page http esource enron com training doc additional training sessions vendor presentations http esource enron com,HR & Internal
<6629013.1075855754100.JavaMail.evans@thyme>,1153,191,Evening,ever wonder sports drink like gatorade work much exercise much want bulk muscles creatine safe weight gaining powders work diet pills join joel bloom enron espeak tuesday march answer questions many http ethink enron com bloom associate professor department health human performance university houston joel specializes biomechanics sports medicine aquatic therapy strong advocate bringing back physical activity public schools texas commission bicycle safety also published several books numerous articles sports performance exercise biomechanics injury prevention training programs bloom talk sports drinks water truths myths stretching truths myths myths abdominal exercises supplements risks benefits food label reading fact fiction breakfast breakfast join tuesday march espeak,HR & Internal
<7716574.1075855754726.JavaMail.evans@thyme>,893,143,Night,several opportunities next days see taped interview jeff skilling players segment business unusual program captures insights world prominent corporate leaders business unusual appear cnn networks select regions around globe jeff discuss enron destined world leading company developing culture rewards change principles loose tight organization broadcast schedule cnn saturday may pacific standard time sunday may central standard time cnnfn monday friday may central standard time cnn international europe saturday may cet sunday may cet asia saturday may latin america saturday may sunday may,HR & Internal
